Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1992,26,8,1,NA,Notes,CW 10/22/97- 100% of the Sb. bal was recorded as 1-5 mm  so I split the percentages in half between 0-2mm and 3-5mm  F. spiralis was only present in the upper canopy,Size_class
1992,26,8,2,NA,Notes,CW 10/22/97- 100% of the Sb. bal was recorded as 1-5 mm  so I split the percentages in half between 0-2mm and 3-5mm,Size_class
1992,26,8,3,NA,Notes,CW 10/22/97- 100% of the Sb. bal was recorded as 1-5 mm  so I split the percentages in half between 0-2mm and 3-5mm  F. vesic was only present in the upper canopy,Size_class
1992,26,9,1,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,9,2,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,9,3,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,10,1,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,10,2,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,10,3,NA,Notes,CW 10/22/97- Sb. bal was recorded as 2-5mm so I placed a p in 0-2mm and 100% in 3-5,Size_class
1992,26,11,3,NA,Notes,CW 10/22/97- Asco. was only present in the upper canopy,Size_class
1992,26,12,2,NA,Notes,CW 10/22/97- Sb. bal was recorded as 1-3mm so I placed 100% in 0-2mm and a p in 3-5,Size_class
1992,26,12,3,NA,Notes,CW 10/22/97- 100% of the Modiolus was recorded as 3-7 mm  so I split the percentages in half between1-5mm and 6-10mm,Size_class
1992,26,13,1,NA,Notes,CW 10/22/97- Modiolus was recorded as 5-10mm so I placed a p in 0-5mm and 100% in 6-10,Size_class
1992,26,13,3,NA,Notes,CW 10/22/97- An unident. mussel beteen 1-3mm was also recorded.,Size_class
1993,2,4,1,NA,Notes,"7/29/97 TJF -Students recorded Semibal size class as ""small "" ""medium "" and""large."" I have entered these into the three corresponding size classes on this spreadsheet.",Size_class
1993,2,5,1,NA,Notes,7/29/97 TJF -Students recorded ~1700 Semibal; however  numbers in size classes exceeded that number  so I reduced the number of Semibal in the smallest size class from 1600 to 1504 andused that number in calculating the proportions.,Size_class
1993,2,5,2,NA,Notes,"7/29/97 TJF - Students recorded all three Fucus species present in ""longest species""section of Ecology form  but they noted that vesiculosis was largest in their quadrat description.",Size_class
1993,2,8,2,NA,Notes,7/29/97 TJF - Students reported that Modiolus were 4-8mm.,Size_class
1993,2,9,1,NA,Notes,7/29/97 TJF - Students reported that Modiolus were 4-8mm.,Size_class
1993,2,10,2,NA,Notes,7/29/97 TJF - Students reported that 66% of the Modiolus were 4-8mm.,Size_class
1993,2,11,1,NA,Notes,7/29/97 TJF - Students reported that Modiolus were 4-8mm.,Size_class
1993,5,5,1,NA,Notes,6/13/97 TJF - small dead barnacles noted.,Size_class
1993,5,5,2,NA,Notes,6/13/97 TJF - small dead barnacles noted.,Size_class
1993,5,5,3,NA,Notes,6/13/97 TJF - small dead barnacles noted.,Size_class
1993,5,7,3,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1993,5,8,1,NA,Notes,"6/13/97 TJF - Semibal ranges in size from 1-5mm  but students noted ""very few medium.""  I approximated proportion to be 80%(<2mm) and 20%(2-5mm).",Size_class
1993,5,8,2,NA,Notes,6/13/97 TJF - Semibal ranges in size from 1-3mm  with 5 out of about 100 greater than 5mm.,Size_class
1993,5,9,1,NA,Notes,"6/13/97 TJF - No approximate size given for Semibal  but students noted on animal & algae form that the 15 barnacles in quadrat were ""small."" I therefore put 100% in 0-2mm.",Size_class
1993,5,9,3,NA,Notes,"6/13/97 TJF - Semibal ranges in size from 1-6mm  but students noted that the 600 barnacles in quadrat were ""small.""??",Size_class
1993,5,11,3,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1993,5,12,2,NA,Notes,"6/13/97 TJF - No approximate size given for Modiolus  but students noted on animal & algae form that the 2 mussels in quadrat were ""small."" I therefore put 100% in 0-5mm.",Size_class
1993,15,8,1,NA,Notes,"7/18/97 TJF - In many cases  these students recorded ""less than 10mm"" as a size class for Mytilus. In those case  I entered that proportion in the 6-10mm size class and ""p"" in the 0-5mm size class",Size_class
1993,15,8,3,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <10mm  10-25mm  >25mm.  I enter 10- 25mm data in the 11-20mm size class  and the >25 mm data in the 21-30mm size class.,Size_class
1993,15,9,1,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm and >15mm.  I enter <15mm data in the 6-10mm size class  and the >15 mm data in the 11-20mm size class.,Size_class
1993,15,9,3,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <10mm  10-25mm  >25mm.  I enter 10- 25mm data in the 11-20mm size class  and the >25 mm data in the 21-30mm size class.,Size_class
1993,15,10,1,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <10mm  10-25mm  >25mm.  I enter 10- 25mm data in the 11-20mm size class  and the >25 mm data in the 21-30mm size class.,Size_class
1993,15,10,2,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm and >15mm.  I enter <15mm data in the 6-10mm size class  and the >15 mm data in the 11-20mm size class.,Size_class
1993,15,11,1,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <20mm and >20mm.  I enter <20mm data in the 11-20mm size class  and the >20 mm data in the 21-30mm size class.,Size_class
1993,15,11,2,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <10mm  10-25mm  >25mm.  I enter 10- 25mm data in the 11-20mm size class  and the >25 mm data in the 21-30mm size class.,Size_class
1993,15,11,3,NA,Notes,"7/18/97 TJF - For Mytilus size classes  students wrote only ""up to 25mm.",Size_class
1993,15,12,1,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <20mm and >20mm.  I enter <20mm data in the 11-20mm size class  and the >20 mm data in the 21-30mm size class.,Size_class
1993,15,12,2,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm and >15mm.  I enter <15mm data in the 6-10mm size class  and the >15 mm data in the 11-20mm size class.,Size_class
1993,15,12,3,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: ~10mm and ~15mm.  I enter ~10mm data in the 6-10mm size class  and the ~15 mm data in the 11-20mm size class.,Size_class
1993,15,13,1,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm and >15mm.  I enter <15mm data in the 6-10mm size class  and the >15 mm data in the 11-20mm size class.,Size_class
1993,15,13,2,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm  15-20mm  and >20mm.  I enter <15mm data in the 6-10mm size class  the 15-20mm data in the 11-20mm size class  and the >20mm data in the 21-30mm size class.,Size_class
1993,15,13,3,NA,Notes,7/18/97  TJF - Mytilus size classes are divided as such: <15mm and >15mm.  I enter <15mm data in the 6-10mm size class  and the >15 mm data in the 11-20mm size class.,Size_class
1993,20,3,1,NA,Notes,"7/8/97 TJF - Students described Semibal as ""medium- mostly 5mm<"" so Iput them in the middle size class.",Size_class
1993,20,3,2,NA,Notes,7/8/97 TJF - As above.,Size_class
1993,20,3,3,NA,Notes,7/8/97 TJF - Students noted 50% of Semibal as 2mm. I put these in smallest size class. They noted 50% as 5-7mm  and i put these in largest size class.,Size_class
1993,20,5,3,NA,Notes,7/9/97 TJF - I converted Semibal size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,20,6,1,NA,Notes,7/9/97 TJF - I converted Mytilus size data from cm to mm in every quadrat that it is present and recorded conversions in red ink on original forms.,Size_class
1993,20,6,2,NA,Notes,7/9/97 TJF - I converted Semibal size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,20,7,1,NA,Notes,7/9/97 TJF - I converted Semibal size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,20,9,3,NA,Notes,7/9/97 TJF - I converted Semibal size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,20,10,2,NA,Notes,7/9/97 TJF - I converted Mytilus size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,20,10,3,NA,Notes,7/9/97 TJF - I converted Mytilus size class data from whole numbers to percentages and recorded it in red ink on original form.,Size_class
1993,24,6,1,NA,Notes,TJF - No Modiolus size data recorded.,Size_class
1993,24,8,1,NA,Notes,TJF No Mytilus size data was recorded.,Size_class
1993,24,8,3,NA,Notes,2/2008: MME: under old size class distributions  7% of Mytilus were >30mm,Size_class
1993,24,9,2,NA,Notes,TJF No Mytilus size data was recorded.,Size_class
1993,24,9,3,NA,Notes,TJF - No Modiolus size data recorded. Mytilus size classes are 15% >25mm and 85%<25mm,Size_class
1993,24,10,1,NA,Notes,TJF - No Semibal and no Mytilus size data was recorded.,Size_class
1993,24,10,2,NA,Notes,TJF - No Mytilus or Modiolus size class data was recorded.,Size_class
1993,24,11,3,NA,Notes,TJF - No Modiolus size data recorded. Mytilus size classes are 15% >25mm and 85%<25mm,Size_class
1993,24,12,1,NA,Notes,2/2008: MME: under old size class distributions  1% of Mytilus were >30mm,Size_class
1993,24,12,2,NA,Notes,2/2008: MME: under old size class distributions  2% of Mytilus were >30mm,Size_class
1993,26,8,1,NA,Notes,CW 10/21/97 Sb. bal size was given as 1-3mm so I placed 75% in 0-2mm and 25% in 3-5mm,Size_class
1993,26,8,2,NA,Notes,CW 10/21/97Mytilus was present but no size values were recorded,Size_class
1993,26,10,1,NA,Notes,CW 10/21/97 Asco. was present but no size values were recorded,Size_class
1993,26,14,1,NA,Notes,CW 10/21/97 Mytilus was present but no size values were recorded,Size_class
1993,28,13,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1993,28,13,2,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1994,2,11,1,NA,Notes,2/2208: MME: under old size class distributions  60% Modiolus were >30mm,Size_class
1994,2,11,2,NA,Notes,2/2208: MME: under old size class distributions  1% Modiolus were >30mm,Size_class
1994,2,12,1,NA,Notes,2/2208: MME: under old size class distributions  16.67% Modiolus were >30mm,Size_class
1994,2,13,3,NA,Notes,2/2208: MME: under old size class distributions  95% Modiolus were >30mm,Size_class
1994,5,4,1,NA,Notes,6/11/97 TJF - students noted newly-settled  dead Semibalanus in crevices,Size_class
1994,5,5,1,NA,Notes,6/11/97 TJF - students noted dead Semibalanus less than 2mm in size,Size_class
1994,5,5,2,NA,Notes,6/11/97 TJF - In addition to 2 live ones  students noted 10 dead Semibalanus of same size class.,Size_class
1994,5,6,2,NA,Notes,6/11/97 TJF converted Semibalanus size class data from whole numbers to percentages (written in red ink on quadrat report form). Percentages added to greater than 100%  so I recalculated them from data in notes on quad report form.,Size_class
1994,5,10,1,NA,Notes,6/11/97 TJF - Students didn't record longest Fucus species. The only Fucus listed on animal & algae report form was F. distichus  so I wrote it in red ink on quadrat report form. -->,Size_class
1994,7,12,3,NA,Notes,2/2008: MME: under old size class distributions  14% Modiolus were >30mm,Size_class
1994,7,13,2,NA,Notes,2/2008: MME: under old size class distributions  34% Modiolus were >30mm,Size_class
1994,7,14,3,NA,Notes,2/2008: MME: under old size class distributions  35% Modiolus were >30mm,Size_class
1994,15,6,3,NA,Notes,7/18/97 TJF - 4 Mytilus present  but no size data is recorded.,Size_class
1994,15,7,2,NA,Notes,7/18/97 TJF - Size data not recorded for Modiolus  but students mention that all are <2mm on Ecology form. I made correction in red ink on original quad report form.,Size_class
1994,15,8,1,NA,Notes,7/18/97 TJF - Students didn't record proportion of barnacles in 2-5mm size class  so I wrote the difference of the other two size classes (33%) in red ink on the original quad report form,Size_class
1994,15,8,2,NA,Notes,2/2008: MME: under original size class divisions  9% Mytilus were >30mm,Size_class
1994,15,11,1,NA,Notes,"7/18/97 TJF - ""trace"" number of Modiolus present  but no size data is recorded.",Size_class
1994,15,12,1,NA,Notes,7/18/97 TJF - Semibal size class data only adds to 94% I originaly corrected proportions so that they add to 100%. However  I decided to use original data entries. Ignore corrections in red ink on original quad report form.,Size_class
1994,15,12,1,NA,Quality,inc,Size_class
1994,15,12,3,NA,Notes,2/2008: MME: under original size class divisions  17% Mytilus were >30mm,Size_class
1994,15,13,1,NA,Notes,7/18/97 TJF - Semibal and Modiolus are present in quadrat  but size class data is not recorded for them.,Size_class
1994,15,13,2,NA,Notes,7/18/97 TJF - Modiolus is present in quadrat  but size class data is not recorded for them.,Size_class
1994,15,13,2,NA,Quality,inc,Size_class
1994,15,13,3,NA,Notes,7/18/97 TJF - Modiolus is present in quadrat  but size class data is not recorded for them.,Size_class
1994,15,14,1,NA,Notes,7/18/97 TJF - Modiolus is present in quadrat  but size class data is not recorded for them.,Size_class
1994,15,14,2,NA,Notes,"7/18/97 TJF -Mytilus size class proportions were recorded as such: (0-5mm) ""very abundant""; (10-20mm) ""324total""; (20-30mm) ""36 total.""",Size_class
1994,15,14,3,NA,Notes,7/18/97 TJF - Mytilus (#4) and Modiolus (#1) are present in quadrat  but size class data is not recorded for them.,Size_class
1994,15,15,1,NA,Notes,7/18/97 TJF - Mytilus size class proportions add to only 99%,Size_class
1994,15,15,2,NA,Notes,2/2008: MME: under original size class divisions  9% Modiolus were >30mm,Size_class
1994,20,7,3,NA,Notes,7/7/97 TJF - Students noted 100% Semibal in >5 mm size class. I corrected it to 10% because it was probably a typo  and noted it in red ink on original quad report form.,Size_class
1994,20,8,1,NA,Notes,7/7/97 TJF - Students noted only 70% of Mytilus in 5-10mm size class. I corrected it to 75% because it was probably a typo and the numbers now add to 100%. I noted it in red ink on original quad report form.,Size_class
1994,20,9,2,NA,Notes,"7/7/97 TJF - Only 2 Semibal are present in this quadrat. Students wrote ""trace"" in the 2-5mm size class for Semibal. The trend for this transect in this year has been that the majority of Semibal are in that size class.",Size_class
1994,20,9,3,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 20cm.,Size_class
1994,20,10,1,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 18cm.,Size_class
1994,20,10,3,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 45cm.,Size_class
1994,20,11,1,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 45cm and of Laminaria saccharina at 25cm.,Size_class
1994,20,11,2,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 30cm.,Size_class
1994,20,11,3,NA,Notes,7/7/97 TJF - Students noted max. length of Laminaria saccharina at 13cm.,Size_class
1994,20,12,1,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 40cm and of Laminaria saccharina at 20cm.,Size_class
1994,20,12,3,NA,Notes,"7/7/97 TJF - Only 2 Semibal are present in this quadrat. Students wrote ""trace"" in the 2-5mm size class for Semibal. The trend for this transect in this year has been that the majority of Semibal are in that size class.",Size_class
1994,20,13,1,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 45cm and of Laminaria saccharina at 20cm.,Size_class
1994,20,13,2,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 15cm and of Laminaria saccharina at 25cm.,Size_class
1994,20,13,3,NA,Notes,7/7/97 TJF - Students noted max. length of Alaria at 30cm.,Size_class
1994,22,7,2,NA,Notes,Semibal size class percentages totalled 105%  so I reduced thethe size classes proportionally and noted judgement in red ink on original quad report form.,Size_class
1994,22,10,2,NA,Notes,Students recorded Semibal and Mytilus size class data as proportions of their respective % cover values rather than out of 100%  so I corrected them and noted changes in red ink on original form.,Size_class
1994,22,12,2,NA,Notes,2/2008: MME: under old size class distributions  5% Mytilus were >30mm,Size_class
1994,22,14,3,NA,Notes,Students recorded Mytilus size class data as proportions of its % cover value rather than out of 100%  so I corrected them and noted changes in red ink on original form.,Size_class
1994,24,8,3,NA,Notes,2/2008: MME: under old size class distributions  2% of Mytilus were >30mm,Size_class
1994,24,13,2,NA,Notes,2/2008: MME: under old size class distributions  2% of Mytilus were >30mm,Size_class
1994,24,14.5,3,NA,Notes,No Mytilus size class data was recorded.,Size_class
1994,28,14,3,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1995,2,10,1,NA,Notes,7/28/97 TJF - Due to field conditions  data could not be taken at levels 10 and 11.,Size_class
1995,2,10,1,NA,Quality,poor,Size_class
1995,2,11,1,NA,Quality,poor,Size_class
1995,5,7,2,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,7,3,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,8,1,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,8,2,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,8,3,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,10,1,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
1995,5,10,2,NA,Notes,6/3/97 TJF converted max Asco length from mm to cm and noted conversion in red ink on quad report form.,Size_class
